148;2877;9.900000;265;small
149;16;9.900000;568;small
150;1960;9.900000;431;small
151;99;9.900000;464;small
152;2746;9.900000;350;small
153;2771;9.900000;403;small
154;5131;9.900000;528;small
155;682;9.900000;507;small
156;3534;9.900000;617;small
157;3825;9.900000;524;small
158;2662;9.900000;610;small
159;3231;9.900000;488;small
160;3915;9.900000;668;small
161;2097;9.900000;556;small
162;1911;9.900000;668;small
163;1406;9.900000;640;small
164;3479;9.900000;635;small
165;3855;9.900000;712;small
166;1320;9.900000;757;small
167;2687;9.900000;541;small
168;1670;9.900000;648;small
169;2130;9.900000;782;small
170;3224;9.900000;782;small
171;2912;9.900000;699;small
172;564;9.900000;766;small
173;2557;9.900000;726;small
174;1349;9.900000;876;small
175;2415;9.900000;877;small
176;788;9.900000;777;small
177;1167;9.900000;860;small
178;1103;9.900000;654;small
179;5562;9.900000;514;small
180;5348;9.900000;810;small
181;361;9.900000;871;small
182;1866;9.900000;894;small
183;1889;9.900000;757;small
184;2340;9.900000;1050;small
185;261;9.900000;931;small
186;2897;9.900000;808;small
187;1468;9.900000;998;small
188;179;9.900000;981;small
189;2104;9.900000;871;small
190;3293;9.900000;1062;small
191;945;9.900000;956;small
192;2174;9.900000;930;small
193;1939;9.900000;1010;small
194;2559;9.900000;1038;small
195;395;9.900000;955;small
196;3048;9.900000;1057;small
197;3383;9.900000;922;small
198;283;9.900000;997;small
199;5369;9.900000;999;small
200;5188;9.900000;967;small
201;1747;9.900000;1025;small
202;499;9.900000;918;small
203;983;9.900000;938;small
204;2814;9.900000;1011;small
205;5362;9.900000;1183;small
206;333;9.900000;1207;small
207;1484;9.900000;1081;small
208;992;9.900000;1040;small
209;211;9.900000;1136;small
210;149;9.900000;1040;small
211;2681;9.900000;1034;small
212;3388;9.900000;1150;small
213;4078;9.900000;1041;small
214;3565;9.900000;1203;small
215;2463;9.900000;1067;small
216;4575;9.900000;1144;small
217;21;9.900000;1234;small
218;2298;9.900000;1284;small
219;1874;9.900000;1076;small
220;4684;9.900000;1324;small
221;5102;9.900000;1154;small
222;2908;9.900000;1114;small
223;4770;9.900000;1310;small
224;2023;9.900000;1281;small
225;3971;9.900000;1210;small
226;292;9.900000;1283;small
227;3090;9.900000;1392;small
228;2645;9.900000;1378;small
229;3554;9.900000;1247;small
230;2660;9.900000;1315;small
231;19;9.900000;1525;small
232;3634;9.900000;1346;small
233;5490;9.900000;1379;small
234;2862;9.900000;1343;small
235;2380;9.900000;1541;small
236;5199;9.900000;1422;small
237;3371;9.900000;1563;small
238;2404;9.900000;1601;small
239;2987;9.900000;1527;small
240;16;9.900000;1668;small
241;3546;9.900000;1695;small
242;2747;9.900000;1612;small
243;4621;9.900000;1585;small
244;5424;9.900000;1581;small
245;177;9.900000;1517;small
246;5218;9.900000;1721;small
247;5089;9.900000;1851;small
248;3270;9.900000;1936;small
249;126;9.900000;1726;small
250;2807;9.900000;1624;small
251;3334;9.900000;1528;small
252;3823;9.900000;1728;small
253;3393;9.900000;1708;small
254;2563;9.900000;1746;small
255;2211;9.900000;1700;small
256;1672;9.900000;1766;small
257;716;9.900000;1693;small
258;1497;9.900000;1715;small
259;1161;9.900000;1888;small
260;3749;9.900000;1858;small
261;1001;9.900000;1721;small
262;2447;9.900000;1827;small
263;2715;9.900000;1726;small
264;1184;9.900000;1903;small
265;1518;9.900000;1739;small
266;4614;9.900000;1805;small
267;3654;9.900000;1687;small
268;3889;9.900000;1834;small
269;1611;9.900000;1931;small
270;849;9.900000;1836;small
271;3212;9.900000;2040;small
272;2873;9.900000;1894;small
273;2343;9.900000;1847;small
274;4203;9.900000;1937;small
275;1462;9.900000;1895;small
276;452;9.900000;1867;small
277;2721;9.900000;1956;small
278;4926;9.900000;1928;small
279;3827;9.900000;2011;small
280;1924;9.900000;1939;small
281;4176;9.900000;1953;small
282;4216;9.900000;1965;small
283;2089;9.900000;1874;small
284;2570;9.900000;1916;small
285;433;9.900000;1959;small
286;1853;9.900000;1717;small
287;525;9.900000;2040;small
288;59;9.900000;1870;small
289;1151;9.900000;2044;small
290;4903;9.900000;1981;small
291;5201;9.900000;2045;small
292;1668;9.900000;1926;small
293;2946;9.900000;1941;small
294;4127;9.900000;1973;small
